序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,封单排名,封板时间段,采集时间,交易日期,涨跌类型,动态市盈率,封单资金,板上成交额,连续跌停,开板次数,涨停价,涨速,振幅,综合排名
2,002264,新 华 都,9.989806175231934,10.79,74052849,7065106519.9,7766763883.839999,1.0481491088867188,480659972.0,092500,092500,0.0,4/4,4.0,互联网服,1,竞价阶段(09:15-09:25),2025-11-26 19:19:27,20251126,涨停,,,,,,,,,1
1,002114,罗平锌电,9.954751014709473,9.72,90417005,3143358799.5600004,3143401966.0800004,2.8764455318450928,469438471.0,092500,092500,0.0,2/2,2.0,有色金属,2,竞价阶段(09:15-09:25),2025-11-26 19:19:27,20251126,涨停,,,,,,,,,2
5,600734,实达集团,10.017889022827148,6.15,270710208,13393796601.900002,13396564089.6,2.0211610794067383,381779952.0,092502,092502,0.0,5/5,5.0,互联网服,3,竞价阶段(09:15-09:25),2025-11-26 19:19:27,20251126,涨停,,,,,,,,,3
3,002413,雷科防务,9.985734939575195,7.71,3063367184,9969642174.0,10153990062.72,30.800424575805664,203062872.0,092500,112612,7.0,3/3,3.0,通信设备,6,竞价阶段(09:15-09:25),2025-11-26 19:19:27,20251126,涨停,,,,,,,,,6
4,603906,龙蟠科技,10.022148132324219,19.87,495263888,11228117802.61,13612517663.52,4.411142349243164,181526319.0,092500,093030,1.0,2/2,2.0,电池,9,竞价阶段(09:15-09:25),2025-11-26 19:19:27,20251126,涨停,,,,,,,,,9
7,603155,新亚强,9.988901138305664,19.82,302732320,6258894376.0,6258894376.0,4.838688373565674,58874200.0,092502,093823,1.0,2/2,2.0,化学制品,42,竞价阶段(09:15-09:25),2025-11-26 19:19:27,20251126,涨停,,,,,,,,,42
6,603017,中衡设计,10.02921199798584,11.3,231328719,3120950310.9,3120950254.4,7.412890911102295,46560520.0,092502,093738,1.0,1/1,1.0,工程咨询,53,竞价阶段(09:15-09:25),2025-11-26 19:19:27,20251126,涨停,,,,,,,,,53
1,002307,北新路桥,4.363636493682861,5.74,1677205824,7279993680.68,7279993692.16,22.513141632080078,,092500,,2.0,4/2,,工程建设,1,竞价阶段(09:15-09:25),2025-11-26 19:19:27,20251126,炸板,,,,,,6.05,-0.17391304671764374,8.0,69
