序号,代码,名称,涨跌幅,最新价,成交额,流通市值,总市值,换手率,封板资金,首次封板时间,最后封板时间,炸板次数,涨停统计,连板数,所属行业,封单排名,封板时间段,采集时间,交易日期,涨跌类型,动态市盈率,封单资金,板上成交额,连续跌停,开板次数,涨停价,涨速,振幅,综合排名
1,000592,平潭发展,10.018214225769043,6.04,129101364,11567158391.960001,11667956611.84,1.116102695465088,664560676.0,092500,092500,0.0,9/7,5.0,农牧饲渔,1,竞价阶段(09:15-09:25),2025-10-29 19:11:00,20251029,涨停,,,,,,,,,1
5,605178,时空科技,10.007624626159668,57.71,81604248,5717906800.0,5717906800.0,1.427169919013977,351428507.0,092503,092503,0.0,6/6,5.0,装修装饰,4,竞价阶段(09:15-09:25),2025-10-29 19:11:00,20251029,涨停,,,,,,,,,4
4,002790,瑞尔特,9.955751419067383,9.94,203501481,2591333150.0,4153650701.7599998,7.853157997131348,273049951.0,092500,092500,0.0,2/2,2.0,装修建材,6,竞价阶段(09:15-09:25),2025-10-29 19:11:00,20251029,涨停,,,,,,,,,6
2,000593,德龙汇能,9.988518714904785,9.58,36550746,3434268759.02,3435685056.64,1.0642949342727661,152463113.0,092500,092500,0.0,2/2,1.0,燃气,11,竞价阶段(09:15-09:25),2025-10-29 19:11:00,20251029,涨停,,,,,,,,,11
3,002418,康盛股份,10.023309707641602,4.72,202483389,5363795435.36,5363808000.0,3.7750020027160645,135349195.0,092500,092500,0.0,1/1,1.0,家电行业,15,竞价阶段(09:15-09:25),2025-10-29 19:11:00,20251029,涨停,,,,,,,,,15
1,600802,福建水泥,0.2816901206970215,7.12,1033424880,3262728608.0,3262728608.0,30.094669342041016,,092501,,2.0,3/2,,水泥建材,1,竞价阶段(09:15-09:25),2025-10-29 19:11:00,20251029,炸板,,,,,,7.81,0.0,10.14084529876709,61
