datetime,type,size,price,symbol,signal_date,trade_num
2025-02-28T00:00:00,BUY,16245,5.55,300128,,1
2025-03-24T00:00:00,SELL,-16245,6.34,300128,,1
2025-07-03T00:00:00,BUY,17656,5.71,300128,,2
2025-07-11T00:00:00,SELL,-17656,5.22,300128,,2
2025-08-18T00:00:00,BUY,16297,5.93,300128,,3
2025-08-28T00:00:00,SELL,-16297,5.54,300128,,3
2025-09-25T00:00:00,BUY,14563,6.07,300128,,4
2025-10-20T00:00:00,SELL,-14563,5.97,300128,,4
2025-10-28T00:00:00,BUY,11982,7.38,300128,,5
